"person_id","label_phoneme","sector_id","channel","DTW_1_AR1","DTW_1_AR2","DTW_1_AR3","DTW_1_AR4","DTW_1_AR5","DTW_1_AR6","DTW_1_AR7","DTW_1_AR8","DTW_1_MAD","DTW_1_STD","DTW_2_AR1","DTW_2_AR2","DTW_2_AR3","DTW_2_AR4","DTW_2_AR5","DTW_2_AR6","DTW_2_AR7","DTW_2_AR8","DTW_2_MAD","DTW_2_STD","DTW_3_AR1","DTW_3_AR2","DTW_3_AR3","DTW_3_AR4","DTW_3_AR5","DTW_3_AR6","DTW_3_AR7","DTW_3_AR8","DTW_3_MAD","DTW_3_STD","DTW_4_AR1","DTW_4_AR2","DTW_4_AR3","DTW_4_AR4","DTW_4_AR5","DTW_4_AR6","DTW_4_AR7","DTW_4_AR8","DTW_4_MAD","DTW_4_STD"
0,4,0,"EEG F7-A1",-5.81398381827736e-08,2.1050514670831757,-0.5618716370618428,-0.9594902548045242,-0.054508797616458216,0.3491840279390954,0.40656026674394263,-0.2878628239914582,8.924141100792301e-06,1.288192419797677e-05,-1.3235538894814663e-07,3.269621860756505,-3.8899777136889666,1.2011418073030646,1.415592024454571,-1.2644658090595704,0.163429582015997,0.09952117402663962,1.2578704941466753e-05,1.8110392224651976e-05,-1.5704031937485839e-06,3.078693850167334,-5.16531019226637,5.883403480666768,-4.742105832050779,2.662806270585265,-0.9073903439754569,0.1446721455589467,1.7690203480251354e-05,2.5223394138156623e-05,-1.2453303642328406e-05,0.7460223615072773,-0.2980685077108891,0.20710360060199057,0.07485817428752581,-0.16308292840571395,0.4746058643445762,-0.26929218906683516,2.374988719653246e-05,3.425005646356082e-05
0,4,0,"EEG F3-A1",-8.427322968461083e-08,2.1031010052557226,-0.5481179690981537,-0.9585103000253008,-0.12686674407447224,0.41982447793839517,0.415166829806244,-0.30920976132826106,6.716346413596287e-06,1.22649067799819e-05,-1.5015201426811767e-07,3.2355564570583413,-3.7992933941762312,1.2114516057549638,1.0504221954242419,-0.6677611428906001,-0.24753269942113354,0.21112465746535827,8.850527426996881e-06,1.727487925090972e-05,-2.5775839492812224e-06,3.3049892781301144,-5.978123243001233,7.314132277688565,-6.348939822994121,3.8671462733408486,-1.4752780410593211,0.24889204325456515,1.3558946095226672e-05,2.425965143830779e-05,-2.8546844705022022e-05,0.5175900633938745,-0.17943189092318973,0.267643589659227,-0.03198407665911293,-0.2806669186899313,0.17193607987057097,-0.02080101144618622,2.081964545893966e-05,3.323221811861313e-05
0,4,0,"EEG T3-A1",-2.3277979676985437e-07,1.9620985286095378,-0.36491872738951553,-0.8053030169730582,-0.39312946401605364,0.48884893658453743,0.3744084063418074,-0.2689210758019276,5.680423718080589e-06,9.628851585083783e-06,-6.496819436871785e-07,3.010915086749802,-3.2285765608496337,1.03070927352689,0.18212410298663784,0.5602399229093269,-0.900570015840409,0.33145424312092564,8.187861645291725e-06,1.3542795437315426e-05,-7.4944881307683156e-06,3.081549385652232,-5.357813788876701,6.335785244950856,-5.463397154724973,3.3757252769888186,-1.387237020503608,0.3018260386078991,1.2060837126723047e-05,1.896835132147597e-05,-6.976399192372472e-05,0.4066455549025288,-0.5357860643462731,0.19379182234980324,-0.030735014490694268,0.027449682102360498,0.17910340152854376,0.003972878602924973,1.3141657692526588e-05,2.6075188030919228e-05
0,4,0,"EEG C3-A1",-3.663694877009481e-08,2.150509045206803,-0.762911400539405,-0.6079607392723476,-0.42945737943629303,0.5934223266921262,0.3522236690914284,-0.3017033168135316,8.867828779819077e-06,1.1625735716204746e-05,-3.145665950761011e-08,3.1126688113063685,-3.375290895229987,0.5383695542029986,1.6227289757822692,-0.8661872153509653,-0.3031282470614708,0.26406723116914843,1.1675240811465977e-05,1.6389849419885078e-05,-5.309860901909669e-07,3.2705798428250947,-6.017176124135084,7.555761179247344,-6.813233273562109,4.391047577828169,-1.8381023884956527,0.39010411549521257,1.5894074475029964e-05,2.3093573737864767e-05,-1.0201767251678943e-05,0.19135011179570557,-0.07320143478832393,0.2155177818218021,0.07885497883513956,-0.23530428282898627,0.040753424920654854,0.035717033405773216,2.137560722025148e-05,3.177661020919634e-05
0,1,1,"EEG F7-A1",-1.1410965561215863e-07,2.111041938150754,-0.6422792432445452,-0.7728220980474064,-0.2963276446119677,0.5044032945361214,0.4316393520106516,-0.34272377626178724,6.871143322714799e-06,9.37504974012156e-06,-2.6058481058931116e-07,3.0255005348021666,-3.0558025732649114,0.1423346951708886,1.7978659505696588,-0.8192548794880132,-0.36770315509959456,0.2657476568308651,9.192325387402548e-06,1.3208604207940929e-05,-2.344987693647167e-06,3.198540492239802,-5.671258044816295,6.95155587347596,-6.220205034850496,3.95044479682311,-1.6633152387917378,0.3782300545509121,1.3224195886146348e-05,1.8732192414329058e-05,-1.950428338063628e-05,0.654467554887108,-0.22061415387038763,-0.07468833954966167,0.16764766524069818,-0.03362977757024265,0.37926038848818755,-0.311251544293625,1.949846941882378e-05,2.5961196213012785e-05
0,1,1,"EEG F3-A1",-3.1714743599970666e-08,2.02700003124792,-0.348717897039277,-1.0353317343606094,-0.3067504895474291,0.5226269095698246,0.5321042506828121,-0.39540924101261443,8.51427467067743e-06,1.2327906687604066e-05,-7.968863100260699e-08,3.1517284068142857,-3.517288964031484,0.9187279034217604,1.0607439282935767,-0.4449386813492583,-0.4309243219220694,0.25515170061615167,1.1856352980287451e-05,1.7399150418801042e-05,-6.447083798211417e-07,3.5285963767527093,-6.675133793652455,8.603331049997848,-8.033493623131386,5.390317817929949,-2.4218496530808697,0.5727546863819198,1.5986424808782327e-05,2.486587650929696e-05,-8.41243549554334e-06,0.8498616506127081,-0.24040407792667198,0.052927495780319626,0.06501715851747682,-0.04896607863096662,0.2977212053437533,-0.4182948768975113,2.079982639403876e-05,3.556121763619515e-05
0,1,1,"EEG T3-A1",-3.88658865449138e-08,1.9880865310264093,-0.5860622223059297,-0.6051810531481634,-0.1748812806082885,0.19357632154037363,0.37840240726171714,-0.20161082788615703,5.078567823419134e-06,6.516811231437983e-06,-8.604776370106829e-08,3.0134658218953696,-3.2371623206191833,0.6615195130266254,1.307788042476108,-0.7689533649726108,-0.1767379635422365,0.18629693955659957,6.9408751014874794e-06,9.196568126617755e-06,-6.755477934753109e-07,2.6206774102534993,-4.142731372866694,4.582645534631447,-3.6353287167847785,2.089393789802018,-0.7383745018849834,0.13234307418991936,9.372821146667709e-06,1.2968107555340771e-05,-7.281209596075539e-06,0.27666355852252456,-0.1367024835280421,0.36479180454346927,0.013016588524751072,0.0897253192784301,0.009393098181159118,-0.15799949185155165,1.2443690229528798e-05,1.7392740257293874e-05
0,1,1,"EEG C3-A1",1.3336961296703809e-08,2.0446806854845643,-0.49737569538089615,-0.7543520856495533,-0.478676563735036,0.5560400572600314,0.4830694578343599,-0.35692913787077446,7.000476753691759e-06,1.151761467077411e-05,5.615064435851187e-09,2.978130377655792,-2.900362989455191,0.11063858402338389,1.3870087909853162,-0.18183153851145217,-0.7557329574826249,0.35725679497542234,1.0286959690506372e-05,1.6276284926552727e-05,2.6467943399985455e-07,3.3145278165307364,-6.056131205758127,7.6008759941698525,-6.919689292078208,4.545081925810621,-2.0151819416272105,0.4830182482412699,1.4936010417968535e-05,2.323911447950359e-05,1.9105785403075437e-06,0.7821084439936805,-0.11606959602037263,0.04999787806628726,0.015000033172983894,0.10337573755916407,0.22684588112794138,-0.3101263105785135,2.2021403908992324e-05,3.315940314664285e-05
0,6,2,"EEG F7-A1",5.4655347752699944e-08,2.165220367390715,-0.7574450643616548,-0.7935781846519229,-0.07091119894305131,0.41360835302838583,0.27732565339323967,-0.23923893598871515,6.7524422259284516e-06,1.173444263077147e-05,9.02594532157324e-08,3.124882722974654,-3.382641965037004,0.6400284957217344,1.3271126698260207,-0.5282483485931738,-0.47548309921763354,0.28705406393409316,9.067662439373236e-06,1.650445242328934e-05,-1.020002064849784e-07,3.225970351561014,-5.648675368236499,6.822083083009377,-6.007247075656035,3.8121585848083397,-1.6217895715293227,0.40555038822457934,1.2421027127726784e-05,2.317612230891098e-05,-2.2790591453978516e-06,0.7009580737689137,-0.3534188541305882,0.16253575599593764,0.1726591742581098,0.17898908993571364,0.10802595873270693,-0.052854458521789785,1.4585564312842508e-05,3.196193001020988e-05
0,6,2,"EEG F3-A1",5.5550589352883875e-08,2.086467007658132,-0.4988372019953993,-1.0269624631987342,-0.0876207265219593,0.43256080279633424,0.40985355416853203,-0.3207092756122596,9.6329355383087e-06,1.2214960256295649e-05,8.02269423383741e-08,3.0243764234204047,-2.9689480792308025,0.011394611036118718,1.6615409062873043,-0.3573483443433657,-0.7706230370977527,0.3934009686350773,1.2669356435171173e-05,1.718022760727516e-05,2.6339710499256874e-07,3.3687036389438187,-6.020490065280052,7.3135151715169755,-6.392463528241986,3.9282744964585956,-1.5495402917945895,0.3309377308764333,1.787033554716736e-05,2.4024822069490055e-05,5.862917248555655e-06,0.8690558441163501,-0.303504242571053,-0.05638159908211828,0.3424903355376539,0.06833424212847922,-0.23231131172876524,0.018893027371802786,2.348698318285866e-05,3.285034767461894e-05
